Genus_species,Native,Nesting Behavior,Voltinism,Sociality,Foraging Behavior,Tongue Length
Dufourea_cuprea,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_davidsoni,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_dentipes,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_desertorum,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_dilatipes,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_fallugiae,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_femorata,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_gilia,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_holocyanea,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_impunctata,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_latifrons,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_leachi,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_linanthi,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_longiceps,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_macswaini,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_malacothricis,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_moldenkei,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_mulleri,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_nemophilae,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_neocalifornica,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_neovernalis,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_nudicornis,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_oenotherae,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_orovada,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_oryx,NA,Ground,NA,Solitary,NA,Short
Dufourea_pectinipes,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_pulchricornis,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_rhamni,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_sandhouseae,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_saundersi,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_scabricornis,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_snellingi,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_sparsipunctata,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_spilura,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_spinifera,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_stagei,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_subdavidsoni,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_tarsata,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_timberlakei,NA,Ground,NA,Solitary,NA,Short
Dufourea_tinsleyi,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_trochantera,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_truncata,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_tularensis,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_tuolumne,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_vandykei,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_vernalis,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_virgata,NA,Ground,NA,Solitary,Specialist,Short
Dufourea_viridescens,NA,Ground,NA,Solitary,NA,Short
Dufourea_viridis,NA,Ground,NA,Solitary,Specialist,Short
Micralictoides_dinoceps,NA,Ground,NA,NA,NA,Short
Micralictoides_linsleyi,NA,Ground,NA,NA,NA,Short
Protodufourea_koso,NA,Ground ,NA,NA,NA,Short
Protodufourea_parca,NA,Ground ,NA,NA,NA,Short
Protodufourea_zavortinki,NA,Ground ,NA,NA,NA,Short
Sphecodosoma_beameri,NA,Ground,NA,Plastic,Specialist,Short
Sphecodosoma_pratti,NA,Ground,NA,Plastic,Specialist,Short
Hylaeus_aenigmus,NA,NA,NA,Solitary,NA,Short
Hylaeus_asininus,NA,Multiple,NA,Solitary,NA,Short
Hylaeus_coloradensis,NA,Multiple,NA,Solitary,NA,Short
Hylaeus_conspicuus,NA,Multiple,NA,Solitary,NA,Short
Hylaeus_cookii,NA,Multiple,NA,Solitary,NA,Short
Hylaeus_gaigei,NA,Multiple,NA,Solitary,NA,Short
Hylaeus_hurdi,NA,Multiple,NA,Solitary,NA,Short
Hylaeus_insolitus,NA,Multiple,NA,Solitary,NA,Short
Hylaeus_labiatifrons,NA,NA,NA,Solitary,NA,Short
Hylaeus_megalotis,NA,Multiple,NA,Solitary,NA,Short
Hylaeus_panamensis,NA,NA,NA,Solitary,NA,Short
Hylaeus_personatellus,NA,Multiple,NA,Solitary,NA,Short
Hylaeus_seclusus,NA,NA,NA,Solitary,NA,Short
Hylaeus_sejunctus,NA,Multiple,NA,Solitary,NA,Short
Hylaeus_sonorensis,NA,Multiple,NA,Solitary,NA,Short
Hylaeus_suffusus,NA,NA,NA,Solitary,NA,Short
Hylaeus_timberlakei,NA,Multiple,NA,Solitary,NA,Short
Hylaeus_transvittatus,NA,Multiple,NA,Solitary,NA,Short
Hylaeus_tuertonis,NA,Multiple,NA,Solitary,NA,Short
Hylaeus_wootoni,NA,Multiple,NA,Solitary,NA,Short
Caupolicana_ocellata,NA,Ground,NA,Solitary,NA,Short
Ptiloglossa_arizonensis,NA,Ground ,NA,Solitary,NA,Short
Ptiloglossa_jonesi,NA,Ground ,NA,Solitary,NA,Short
Hesperapis_arenicola,NA,Wood,NA,Solitary,Specialist,Long
Hesperapis_arida,NA,Wood,NA,Solitary,Specialist,Long
Hesperapis_elegantula,NA,Wood,NA,Solitary,Specialist,Long
Hesperapis_fuchsi,NA,Wood,NA,Solitary,Specialist,Long
Hesperapis_fulvipes,NA,Wood,NA,Solitary,Specialist,Long
Hesperapis_ilicifoliae,NA,Wood,NA,Solitary,Specialist,Long
Hesperapis_larreae,NA,Wood,NA,Solitary,Specialist,Long
Hesperapis_laticeps,NA,Wood,NA,Solitary,Specialist,Long
Hesperapis_leucura,NA,Wood,NA,Solitary,Specialist,Long
Hesperapis_macrocephala,NA,Ground,NA,Solitary,NA,Long
Hesperapis_nitidula,NA,Ground,NA,Solitary,Specialist,Long
Hesperapis_oliviae,NA,Ground,NA,Solitary,Specialist,Long
Hesperapis_parva,NA,Ground,NA,Solitary,Specialist,Long
Hesperapis_pellucida,NA,Ground,NA,Solitary,Specialist,Long
Hesperapis_rhodocerata,NA,Ground,NA,Solitary,Specialist,Long
Hesperapis_rodecki,NA,Ground,NA,Solitary,NA,Long
Hesperapis_rufipes,NA,Ground,NA,Solitary,Specialist,Long
Hesperapis_trochanterata,NA,Ground,NA,Solitary,Specialist,Long
Melitta_americana,NA,Ground,NA,Solitary,Specialist,Long
Melitta_californica,NA,Ground,NA,Solitary,Specialist,Long
Melitta_eickworti,NA,Ground,NA,Solitary,Specialist,Long
Dieunomia_boharti,NA,Ground,NA,Solitary,Specialist,Short
Dieunomia_xerophila,NA,Ground,NA,Solitary,Specialist,Short
Dieunomia_bolliana,NA,Ground,NA,Solitary,Specialist,Short
Dieunomia_apacha,NA,Ground,NA,Solitary,Specialist,Short
Dieunomia_triangulifera,NA,Ground,NA,Solitary,Specialist,Short
Nomia_triangulifera,NA,Ground,NA,Solitary,Specialist,Short
Dieunomia_micheneri,NA,Ground,NA,Solitary,Specialist,Short
Dieunomia_nevadensis,NA,Ground,NA,Solitary,Specialist,Short
Nomia_universitatis,NA,Ground,NA,Plastic,Generalist,Short
Nomia_angustitibialis,NA,Ground,NA,Plastic,Generalist,Short
Nomia_fedorensis,NA,Ground,NA,Plastic,Generalist,Short
Nomia_foxii,NA,Ground,NA,Plastic,Generalist,Short
Nomia_howardi,NA,Ground,NA,Plastic,Generalist,Short
Lithurgus_echinocacti,NA,Wood,NA,Solitary,Specialist,Long
Lithurgus_littoralis,NA,Wood,NA,Solitary,Specialist,Long
Lithurgus_planifrons,NA,Wood,NA,Solitary,Specialist,Long
Ceratina_minuta,NA,Wood,NA,Subsocial,Generalist,Long
Ceratina_microsoma,NA,Wood,NA,Subsocial,Generalist,Long
Ceratina_shinnersi,NA,Wood,NA,Subsocial,Generalist,Long
Ceratina_texana,NA,Wood,NA,Subsocial,Generalist,Long
Xylocopa_frontalis,NA,Wood,Univoltine,Solitary,Generalist,Long
Xylocopa_guatemalensis,NA,Wood,Univoltine,Solitary,Generalist,Long
Xylocopa_loripes,NA,Wood,Univoltine,Solitary,Generalist,Long
Xylocopa_mexicanorum,NA,Wood,Univoltine,Solitary,Generalist,Long
Xylocopa_mordax,NA,Wood,Univoltine,Solitary,Generalist,Long
Xylocopa_strandi,NA,Wood,Univoltine,Solitary,NA,Long
Brachynomada_grindeliae,NA,Host Nest,NA,Parasitic,NA,Long
Brachynomada_margaretae,NA,Host Nest,NA,Parasitic,NA,Long
Brachynomada_melanantha,NA,Host Nest,NA,Parasitic,NA,Long
Brachynomada_nimia,NA,Host Nest,NA,Parasitic,NA,Long
Brachynomada_sidaefloris,NA,Host Nest,NA,Parasitic,NA,Long
Epeolus_ainsliei,NA,Host Nest,NA,Parasitic,NA,Long
Epeolus_americanus,NA,Host Nest,NA,Parasitic,NA,Long
Epeolus_asperatus,NA,Host Nest,NA,Parasitic,NA,Long
Epeolus_australis,NA,Host Nest,NA,Parasitic,NA,Long
Epeolus_banksi,NA,Host Nest,NA,Parasitic,NA,Long
Epeolus_barberiellus,NA,Host Nest,NA,Parasitic,NA,Long
Epeolus_beulahensis,NA,Host Nest,NA,Parasitic,NA,Long
Epeolus_canadensis,NA,Host Nest,NA,Parasitic,NA,Long
Epeolus_compactus,NA,Host Nest,NA,Parasitic,NA,Long
Epeolus_crucis,NA,Host Nest,NA,Parasitic,NA,Long
Epeolus_erigeronis,NA,Host Nest,NA,Parasitic,NA,Long
Epeolus_floridensis,NA,Host Nest,NA,Parasitic,NA,Long
Epeolus_fumipennis,NA,Host Nest,NA,Parasitic,NA,Long
Epeolus_gabrielis,NA,Host Nest,NA,Parasitic,NA,Long
Epeolus_hitei,NA,Host Nest,NA,Parasitic,NA,Long
Epeolus_howardi,NA,Host Nest,NA,Parasitic,NA,Long
Epeolus_humillimus,NA,Host Nest,NA,Parasitic,NA,Long
Epeolus_ilicis,NA,Host Nest,NA,Parasitic,NA,Long
Epeolus_lectus,NA,Host Nest,NA,Parasitic,NA,Long
Epeolus_lutzi,NA,Host Nest,NA,Parasitic,NA,Long
Epeolus_novomexicanus,NA,Host Nest,NA,Parasitic,NA,Long
Holcopasites_arizonicus,NA,Host Nest,NA,Parasitic,Specialist,Long
Holcopasites_bohartorum,NA,Host Nest,NA,Parasitic,NA,Long
Holcopasites_cazieri,NA,Host Nest,NA,Parasitic,NA,Long
Holcopasites_eamia,NA,Host Nest,NA,Parasitic,Specialist,Long
Holcopasites_insoletus,NA,Host Nest,NA,Parasitic,Specialist,Long
Holcopasites_jerryrozeni,NA,Host Nest,NA,Parasitic,Specialist,Long
Holcopasites_linsleyi,NA,Host Nest,NA,Parasitic,NA,Long
Holcopasites_ruthae,NA,Host Nest,NA,Parasitic,Specialist,Long
Neolarra_clavigera,NA,Host Nest,NA,Parasitic,NA,Long
Neopasites_cressoni,NA,Host Nest,NA,Parasitic,NA,Long
Neopasites_sierrae,NA,Host Nest,NA,Parasitic,NA,Long
Neopasites_timberlakei,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_adducta,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_agynia,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_aldrichi,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_alpha,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_amoena,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_amorphae,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_angelarum,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_angulata,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_annulata,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_aprilina,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_arenicola,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_arizonica,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_ashmeadi,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_asteris,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_astori,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_atrofrontata,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_autumnalis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_avalonica,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_azaleae,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_belfragei,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_bella,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_besseyi,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_beulahensis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_bicrista,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_bifurcata,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_bisetosa,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_bisignata,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_bohartorum,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_brewsterae,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_californiae,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_calloxantha,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_capillata,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_carinicauda,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_civilis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_clarescens,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_clarkii,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_collinsiana,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_coloradella,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_composita,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_concinnula,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_coquilletti,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_cordleyi,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_corvallisensis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_crawfordi,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_crucis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_crudelis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_custeriana,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_cymbalariae,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_davidsoni,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_debilis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_decempunctata,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_decepta,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_depressa,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_detrita,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_dilucida,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_dreisbachi,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_ednae,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_elegantula,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_elrodi,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_erythraea,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_erythrochroa,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_erythrospila,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_flammigera,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_fontis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_formula,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_fragilis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_frankei,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_frieseana,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_fuscicincta,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_garciana,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_gibbosa,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_gillettei,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_grandis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_grayi,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_henningeri,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_hesperia,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_heterosticta,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_hoodiana,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_hurdi,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_hydrophylli,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_idahoensis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_indusata,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_inepta,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_interruptella,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_itamera,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_jennei,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_jocularis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_kincaidiana,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_kingstonensis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_klamathensis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_krugii,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_lamarensis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_laramiensis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_lepida,NA,Host Nest,NA,Parasitic,Generalist,Long
Nomada_leucozona,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_lewisi,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_libata,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_limata,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_linsleyi,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_lippiae,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_louisianae,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_luteopicta,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_maculiventer,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_malonella,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_malonina,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_mckenziei,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_media,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_mediana,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_melanoptera,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_melanosoma,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_melliventris,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_mendica,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_miniata,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_minima,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_mitchelli,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_morrisoni,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_munda,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_neomexicana,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_nigrociliata,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_nigrofasciata,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_obliquella,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_obscurella,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_obtusata,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_ochlerata,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_ochrohirta,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_odontocera,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_opacella,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_opposita,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_orba,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_orcusella,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_ornithica,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_orophilla,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_osborni,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_packardiella,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_pallidella,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_pallidelutea,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_pallidipicta,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_parallela,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_parata,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_parkeri,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_pascoensis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_perbella,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_perivincta,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_perplexans,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_pilipes,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_placitensis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_portalensis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_proxima,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_pulsatillae,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_putnami,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_pyrrha,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_rhodotricha,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_rhodoxantha,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_ridingsii,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_rodecki,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_rohweri,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_rubi,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_rubrella,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_rubrica,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_ruidosensis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_salicicola,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_sanctaecrucis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_scitiformis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_sedi,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_semirugosa,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_semiscita,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_semisuavis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_siccorum,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_simplicicoxa,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_siouxensis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_snowii,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_sobrina,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_sophiarum,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_sphaerogaster,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_subaccepta,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_subangusta,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_subgracilis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_subnigrocincta,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_subpacata,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_subrubi,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_subrutila,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_subsimilis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_subvicinalis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_suda,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_swenki,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_townesi,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_tricurta,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_truttarum,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_tyrrellensis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_uhleri,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_ultima,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_undulaticornis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_utensis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_vallesina,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_velutina,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_vexator,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_vierecki,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_vulpis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_wheeleri,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_wisconsinensis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_wootonella,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_wyomingensis,NA,Host Nest,NA,Parasitic,NA,Long
Nomada_ziziae,NA,Host Nest,NA,Parasitic,NA,Long
Odyneropsis_apache,NA,NA,NA,NA,NA,Long
Oreopasites_albinota,NA,Host Nest,NA,Parasitic,NA,Long
Oreopasites_arizonica,NA,Host Nest,NA,Parasitic,NA,Long
Oreopasites_barbarae,NA,Host Nest,NA,Parasitic,NA,Long
Oreopasites_euphorbiae,NA,Host Nest,NA,Parasitic,NA,Long
Oreopasites_favreauae,NA,Host Nest,NA,Parasitic,NA,Long
Oreopasites_hurdi,NA,Host Nest,NA,Parasitic,NA,Long
Oreopasites_linsleyi,NA,Host Nest,NA,Parasitic,NA,Long
Oreopasites_powelli,NA,Host Nest,NA,Parasitic,NA,Long
Oreopasites_scituli,NA,Host Nest,NA,Parasitic,NA,Long
Oreopasites_vanduzeei,NA,Host Nest,NA,Parasitic,NA,Long
Paranomada_californica,NA,Host Nest,NA,Parasitic,NA,Long
Paranomada_nitida,NA,Host Nest,NA,Parasitic,NA,Long
Rhopalolemma_robertsi,NA,Host Nest,NA,Parasitic,NA,Long
Townsendiella_californica,NA,Host Nest,NA,Parasitic,NA,Long
Townsendiella_pulchra,NA,Host Nest,NA,Parasitic,NA,Long
Townsendiella_rufiventris,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_ancoratus,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_argyreus,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_balteatus,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_brunneus,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_bihamatus,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_bilineatus,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_blaisdelli,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_brunnescens,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_californicus,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_callopus,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_custeri,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_cyclurus,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_dacotensis,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_denverensis,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_diversipes,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_eldoradensis,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_haematurus,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_hopkinsi,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_inyoensis,NA,Host Nest,NA,Parasitic,NA,Long
